Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
221,815Ec86FdDDDFee,Jack Levy,Jaclyn,Craig,Schmidt-Gonzales,001-239-349-2481x118,597-554-4048,ritabullock@clay.com,torresjerry@huerta.com,http://stafford-burton.com/,Social Media,Proposal Sent,Customer morning style spend take nation when.
222,9c574Ecf7ff8F9F,Stefanie Lucas,Dennis,Hess,Leonard-Knapp,422.420.4032,435-864-7570x83352,rhester@juarez.com,sduncan@bailey-carlson.com,https://www.mercer-haney.com/,Direct Traffic,Closed Won,Idea century human look strong.
223,bbFEcA18FA2BaB8,Miranda Anderson,Kim,Frederick,Acevedo Ltd,686-275-9965x1893,7543054265,mowens@fernandez.info,eburgess@hurley.net,https://www.mendez.biz/,Cold Email,Closed Lost,Congress difficult base teacher maybe term.
224,E6Cba758fC3D5A1,Stephanie Barnes,Ellen,Wallace,Garrett Inc,731-324-1712x909,770.277.6356x0823,zsexton@yu.biz,murrayhenry@fleming.org,https://morrison.com/,Trade Show,Negotiation,Recent him speech area.
225,f39CBb62d2ac295,Nancy Norris,Pamela,Bowman,"Landry, Wong and Fisher",(775)917-7829x572,001-818-969-1053x69946,rodneyduarte@wilkerson.com,traceyhunter@estes-merritt.com,http://vaughan.com/,Chatbot,New Lead,Region possible big marriage care.
226,1aeB109D9eeBBC9,Eddie Landry,Mitchell,Haley,Nicholson-Madden,277-445-2515x01563,001-981-883-7732,sweeneybradley@butler.com,casey86@walker.com,http://meyers.com/,Facebook Ads,Contacted,Claim bank your there court now approach.
227,baBCD8adcA9C04c,Brent Li,Lori,Brewer,Gregory-Booth,8597776495,588-673-4715x6793,ygardner@krause.com,julieblake@griffin.biz,http://www.sharp.com/,Referral,Closed Lost,Away upon professional past it who.
228,Eacd6CEc5Bf0C95,Adrian Atkinson,Nicholas,Guzman,"Carr, Roberson and Rose",+1-573-947-5500x2952,973.573.1611,veronicaskinner@fritz.com,floyddaniel@reese.com,http://www.arroyo.net/,Content Marketing,Negotiation,Kid thing develop most.
229,4FC99353E5539CA,Sandy Delgado,Lee,Benson,Harris-Morgan,001-727-394-5490,756.293.9515,janet38@cline-blanchard.com,wrojas@dodson-hurst.com,http://www.craig.info/,Networking Event,Qualified,Study meeting music sit drop.
230,cd8eB1a63eE07fB,Vicki Roth,Olivia,Mills,Galloway-Doyle,969.287.5068x13010,(591)214-5102x26949,pittmantodd@tran.org,martha90@hanna.com,http://www.santos.com/,Other,Contacted,Before word share Congress table focus.
231,f1c5E6DbFD90ad0,Krista Aguilar,Meagan,Fox,Ingram Ltd,226-798-6832x08985,4392674380,nicholas18@mclaughlin-branch.biz,walter83@richmond.biz,http://www.castro.com/,Podcast,Disqualified,Tax network pick word glass.
232,aBbd2bE2A0F4f40,Glenda Mcneil,Krystal,Mccoy,"Robinson, Holmes and Jacobs",9496479728,549-798-4277x92002,rodneywilson@lin-pratt.com,juanstephenson@baker-woodward.biz,http://www.wiley.com/,Purchased List,Disqualified,Now room general.
233,10bEEdD314E8384,Christian Cameron,Melinda,Bailey,Campbell and Sons,(754)483-4036,248-511-9649,collinscandace@diaz.info,ubentley@fitzgerald.com,http://www.simmons-hicks.com/,Podcast,On Hold,Nice positive become individual image hold.
234,2D3d6e95Fc81cC7,Tanya Dillon,Dana,Shaw,"Rowe, Heath and Hooper",(506)582-0748x241,518-865-9594,leonard82@clay.com,beverlyrussell@simpson-middleton.net,http://lowe.com/,Facebook Ads,Contacted,Billion Republican son.
235,BAfA91C302ad3e8,Roberta Shields,Kathy,Sanford,Hill-Parsons,001-332-888-7365x1614,001-329-635-7547,shirleyshaw@horne.com,rita62@burgess-mahoney.com,https://www.fernandez-wiggins.com/,Organic Search (SEO),Disqualified,Word lose break.
236,ab81E4dAFD0A78A,Heidi Simmons,Carlos,Chung,"Collier, Mccormick and Gibson",495.904.1338x4469,001-279-270-0564x316,bethany13@hardy.com,savagecarly@orr.com,http://www.haas-woodward.com/,Podcast,Closed Lost,Couple economic career deep when.
237,2ddbdf7d03f6aDF,Harold Olsen,Duane,Rush,Sims Ltd,353.801.3989x8389,891.546.6565x241,douglasprice@deleon-ellis.com,kennethnelson@price.net,https://www.mckee-pittman.com/,Trade Show,Proposal Sent,Voice indeed stock sometimes scientist likely.
238,B2693B8Da7a5Ae1,Alec Contreras,Debbie,Foley,Ingram-Jacobson,+1-635-216-9005,206-995-4947x4617,deborah45@sherman-eaton.org,mataalexis@frazier.com,http://banks.com/,Facebook Ads,Qualified,Fact turn teacher director shake late hard.
239,1EE7B5205d9f1EB,Sharon Weber,Anne,Yu,"Snyder, Duffy and Waters",+1-276-372-0713x082,+1-299-736-5783x7242,cristian91@tran.com,craig01@collier.com,http://www.farrell.com/,Retargeting Ads,Qualified,Doctor summer court support central commercial wall unit.
240,0Db42DFf0aDDDE3,Deanna Dougherty,Terrance,Castaneda,Pope PLC,285-710-1136,+1-231-482-3869x20644,joy46@li-grant.info,ellen28@morse.com,http://www.wu.net/,Facebook Ads,New Lead,Anyone information size next position different home.
241,eED4e66dD1490bb,Lindsey Pham,Gordon,Bruce,Cuevas-Singleton,997.785.9741x4016,314-265-0293x33998,nrusso@barry-whitaker.net,manuelspencer@murillo-yoder.org,http://www.cox.com/,Podcast,Negotiation,Big everything set send wrong.
242,99Dd8FCE0DBF8B4,Rebecca Conrad,Keith,Cisneros,Mcguire-Chambers,(345)538-5731x10537,001-290-827-0507x967,mannpaige@riddle.net,johnathanorr@livingston.com,https://www.mcmillan.info/,Direct Traffic,Qualified,Shake book cold return crime.
243,0bdDf3FeAe7A558,Troy Webster,Patrick,Chambers,"Mann, Macias and Miles",572-345-1527x83392,+1-520-507-7085x823,alyssa67@may.biz,kbender@li.info,https://fry-goodwin.com/,Cold Call,New Lead,Choose mention public.
244,33Bc3b2cCddbCa6,Jillian Hurst,Kathryn,Shaw,"Arellano, Buchanan and Berg",+1-539-710-3119x437,(886)920-8588,weaverparker@zamora-fitzpatrick.com,qthornton@wagner.net,https://www.valentine.info/,Facebook Ads,Closed Won,Section admit third bad again like the.
245,6EB71db6dEa75aC,Margaret Gray,Isabella,Finley,Burns Group,454-485-0747,+1-581-354-3868,jim74@medina.net,lawrence20@mccarthy.info,https://levy.info/,Facebook Ads,Proposal Sent,Religious too us alone use.
246,0cD4C7ad5cBDfd8,Ashley Mills,Suzanne,Fitzpatrick,Gray-Marks,998-282-4065x4252,417.272.6888x3229,atkinseduardo@lee.com,nhuff@greene.com,https://green-gallagher.net/,Facebook Ads,New Lead,Agency special international thank test.
247,DEf6Da0edD89ebe,Alexis Banks,Alexa,Ortega,Boyer-Rios,001-513-560-6469x48049,+1-295-987-7887x273,iward@kline-goodman.net,louis41@gibbs.info,https://evans-whitehead.net/,Google Ads,Closed Lost,News soldier space five kitchen team either chair.
248,c6F2B32bF53EEEA,Collin Gonzalez,Kristi,Hurley,Webster-Ortega,(231)465-4580x7622,(207)240-2090x2613,emmalamb@duran.com,brendanpeterson@ward.net,http://www.hall.org/,Purchased List,Closed Lost,Final respond meet newspaper total.
249,E1DBca46f82b0BD,Timothy Braun,Sheri,Douglas,"Evans, Parker and Duran",+1-245-991-0268,235-792-1034,mcdowelllinda@anthony.com,mathewsstuart@waters.info,https://www.house.com/,Webinars,New Lead,Ready to win certain usually.
250,52023EFCFa8Fd8e,Stacie Carter,Beth,Whitney,Mcmillan Group,001-359-901-4463,001-281-766-2238x26846,krystal03@martinez-knapp.com,wellsbrandi@chambers.biz,http://www.yoder.info/,Social Media,Closed Won,That stock factor up national crime large.
251,dfF058c827b6d2C,Eugene Knight,Darrell,Gates,"Mosley, Kaiser and Dunn",274.485.8755x015,(893)664-1956x562,breannawang@french.net,kendra43@robles-hancock.com,https://daniels-lin.com/,Content Marketing,Disqualified,International happy bring approach.
252,22BD94c272fE9FE,Ebony Acosta,Janet,Glenn,Hernandez-Beasley,(451)547-6341x12200,001-574-792-9623,clopez@stone.org,alanvalenzuela@mcdonald-wilson.biz,https://durham.com/,Networking Event,On Hold,Evening grow scientist measure four often real.
253,d9f6442eEE640E6,Herbert Riley,Wendy,Glass,"Mosley, Trujillo and Liu",(853)512-6630x6081,(389)726-5257,cobbmark@townsend-phelps.com,brandon81@keith.net,http://www.doyle.com/,Podcast,Proposal Sent,Bed important crime.
254,B1aeD51629cDD22,George Reilly,Frederick,Dunlap,Daniel PLC,489-203-5486,486.554.7641x54458,jeff43@boyd-blackwell.com,spearshelen@rodriguez.com,http://brooks.net/,Direct Traffic,Closed Lost,Either throughout whole agreement begin to glass.
255,BB6737AdB5CA4fB,Felicia Bennett,Karl,Foster,"Atkins, Petty and Erickson",001-438-822-4057x9554,405.427.0225x81663,darlene38@garner.com,pattyburch@dominguez.net,http://beard.org/,LinkedIn Outreach,Disqualified,Show add Mr phone north financial war item.
256,fF7E1C999C64FBf,Edward Stephenson,Diamond,Booth,"Hendricks, Arroyo and Hogan",979-673-1586,(355)721-4322x5999,chaseharding@conner.biz,dawsonbrandy@barr-stewart.info,https://www.sosa-blanchard.com/,Partner Program,New Lead,You hope public thing off.
257,0FDA2fDdf1afa8A,Kristine Walter,Victor,Cunningham,Fisher PLC,+1-379-400-2826,609-331-2414x9999,yirwin@cantu-atkinson.org,xshannon@kaufman.com,https://www.poole-rollins.org/,Facebook Ads,Re-engagement,Approach statement pay use.
258,E8bA8EE8c270f34,Jean Bowen,Shelby,Wolf,Williamson-Huffman,7913358220,(380)419-4028x7473,chloe86@ochoa-riley.com,tami98@castro.biz,https://www.hicks.biz/,Chatbot,Qualified,Power something can drive executive note full.
259,690604FD0710DDB,Ashlee Frye,Taylor,Webster,"Holden, Chan and Keith",001-278-213-1920x0700,2724366283,donaldsonyvonne@ayers-newton.net,cwilliamson@lin.com,https://www.adams.info/,Direct Traffic,Re-engagement,Activity both hundred.
260,f06D235F7FdD72D,Jay Robles,Joann,Chen,Moreno and Sons,001-328-791-4535x057,001-276-282-7866x371,kristi91@manning-serrano.com,lunakathryn@beasley-mayer.com,http://mcconnell.org/,Webinars,Qualified,Past listen factor cost.
261,E6F9F1DFBA7FcAA,Deanna Watson,Jill,Flores,Gamble LLC,+1-903-945-1111x358,965.221.6284,tmay@morris.com,mason86@ho.com,http://benson.org/,Referral,Disqualified,However city cold lot themselves.
262,Abede96E3312f8d,Alec Henderson,Gavin,Barajas,"Zamora, Benitez and Ponce",756.360.4142x16436,+1-886-813-4057,fisherbrent@newton-hart.org,harringtonhayden@sims.com,https://ross-oneill.info/,Website Form,Re-engagement,Fast population meet use.
263,e71aF63c677f950,Marco Thomas,Toni,Rubio,Peterson Group,(825)550-2414,594.729.3485x818,dominiquematthews@wade.com,callahansherry@bryant.com,https://www.robinson-herman.org/,Purchased List,Closed Won,Eight reason sense spring happen.
264,0759E2C65Bc85da,Troy Giles,Annette,Burton,"Cooley, Lyons and Brandt",944-296-4497x82775,+1-393-333-2883x0874,colemancaitlin@weeks-simon.org,hutchinsonricardo@foley.com,https://www.price-spence.com/,Webinars,On Hold,Determine brother north onto family.
265,c50A29d2aEF936C,Sierra Morgan,Parker,Shea,"Sawyer, Guzman and Farmer",(649)879-1294x77165,755.603.0920,lisaferrell@holt-valencia.com,eduardorichmond@burns-silva.com,https://www.peters.com/,Other,Re-engagement,American not identify coach sometimes discussion.
266,BA4A63D308B97Ae,Larry Finley,Jimmy,Wilkinson,"Ball, Allison and Randall",6854581273,+1-737-671-3981x0956,gcochran@jenkins.com,sfrazier@goodwin-henderson.net,https://www.raymond.com/,Website Form,Re-engagement,But identify main turn national interesting.
267,a125e0A9C15EF95,Mercedes Zhang,Linda,Mckee,Frazier-Ross,001-852-317-6176,001-472-944-2676x97365,deanmccormick@hutchinson-garrison.com,evelyn79@savage-tapia.com,http://watts.net/,Website Form,Negotiation,Attention no it I let.
268,6AB0FDdb098EF09,Phyllis Hensley,Kristen,Pollard,"Stephens, Singleton and Gillespie",001-579-305-0255x265,668.616.8153,iburgess@blackwell.com,sethashley@leblanc.com,https://may-woods.com/,Purchased List,Closed Lost,Staff third per age factor.
269,AB8DddC0c948d46,Bonnie Rangel,Ruben,Chase,Tucker Inc,+1-661-565-4367x73101,(589)214-8319x240,rachaelbarton@hull.com,jacksonerica@casey.com,https://schroeder.com/,Referral,Proposal Sent,Suddenly protect among practice.
270,AEB2ED8F1Db9e6F,Latasha Brock,Mathew,Owens,"Wolfe, Mathis and Guerrero",538-238-5900,(666)440-4887x189,sheryl85@hardy-rich.org,edwardsalan@bowen.net,https://garrett.com/,Organic Search (SEO),Proposal Sent,Ago join including throw laugh executive candidate.
271,fDEd7cdF33Ad61e,Dustin Randall,Jon,Townsend,Ferguson Group,001-805-967-7586x257,(804)929-0346x2005,cristianhurst@underwood-mcpherson.org,wproctor@nunez.biz,http://www.ingram.com/,Networking Event,Proposal Sent,Computer employee inside lose.
272,BbEdB6d3BEBEEf8,Kelsey Nielsen,Albert,Wiggins,"Bonilla, Figueroa and Bridges",(527)461-4751x93342,2129693284,khanjake@krueger-murphy.info,xhardin@contreras.biz,http://www.waller.net/,Cold Call,Re-engagement,Expert technology increase skin behind.
273,AFcDdAa25CF0f0D,Shawn Collier,Caitlin,Frank,Hickman and Sons,(510)414-1169x997,(205)568-9299x5296,fullermarilyn@rojas-baker.org,normaponce@parsons-henson.net,http://www.gray-dawson.com/,Networking Event,Proposal Sent,Hotel almost chance open describe.
274,eF4DBfd54aaeCC3,Brady Arias,Heidi,Rowland,Neal-Collins,+1-574-480-7756,742-701-5105x13611,evelyn47@fisher.com,mcdonalddonald@wilkinson-thomas.com,https://harrison-walters.info/,Webinars,Closed Won,Movie major senior skill series.
275,9fEb88Bedc28bEc,Latasha Carter,Terri,Warren,Benjamin-Mayer,552-418-4202x7692,(931)821-1676,kelleymiranda@walls.biz,johnbaird@yu.biz,http://valentine.com/,Google Ads,Closed Won,Involve mind finish administration surface how safe than.
276,7dc6308Befe5f6F,Sherri Bright,Laura,Medina,"Jackson, Pope and Valentine",599.476.4752x73860,936-288-2420x65794,iavila@arias.info,maria77@king.com,http://roth.net/,Organic Search (SEO),New Lead,Listen still military bill.
277,5CEeed738d78577,Parker Holland,Angie,Vance,Dean-Walters,(610)343-5588x176,+1-399-994-4382x89102,newtontristan@byrd.com,mcguireriley@macias.com,https://finley-jenkins.com/,Facebook Ads,Closed Won,Easy forward then wish us hope.
278,A0e9d46A26b4aDd,Howard Richards,Raymond,Hardin,Berg Ltd,001-727-458-6293x51929,001-649-245-4904x23620,ztapia@baldwin.com,rhendrix@patel-blanchard.net,http://www.shepard-weaver.com/,Trade Show,New Lead,Kind trial than recent wait federal edge.
279,eDC13b19BFdc9CC,Dalton Mathis,Yesenia,Brandt,Webster-Parks,001-889-685-6107x67297,+1-284-402-5086x1752,dwayne32@sims-spencer.com,warnerjenny@fletcher.net,http://friedman.com/,Networking Event,Contacted,History again break reduce.
280,f04f8f5F394B561,Hailey Braun,Jody,Scott,Mejia-Webb,001-315-489-3167x18923,286.541.2028x21266,jacksondodson@dawson.com,savannahreese@drake.com,https://www.mckenzie.com/,Referral,On Hold,Thank author house teacher lawyer stuff assume.
281,46e7cfaEfDd3fA2,Kristopher Gibson,Shawna,Gonzales,"Dickerson, Moyer and Singleton",568-782-8051x9460,001-926-396-5282x8319,johnny66@cantu.com,kserrano@frank.com,https://perkins.com/,Podcast,Qualified,Painting middle seek both.
282,64D97519ed982eE,Amanda Andersen,Donna,Mercado,Fletcher LLC,344-643-2288x89680,483-790-1764x9822,rebeccalester@white-cruz.com,melvin79@decker-crane.com,http://www.haas.com/,Podcast,Proposal Sent,Event step floor cause each.
283,FdFb1ddaC6D1a0C,Carolyn Hurley,Phillip,Hardy,Sweeney-Hall,327-680-7273,001-948-299-0404,vwise@wiley.com,mperkins@welch.info,http://www.benitez-mitchell.net/,Cold Email,Closed Won,Western none piece both.
284,AEfA617cD9d5EBf,Brittany Howard,Ronnie,Hogan,"Adams, Hurst and Bass",(239)721-8947x49672,832.231.4296x5676,richardsonian@church.biz,lisaingram@santana.biz,https://www.vance.com/,Chatbot,Proposal Sent,Single including indeed big.
285,5cAf1a984B7D02c,Alexander Brooks,Martha,Hawkins,Zimmerman and Sons,001-791-953-8822x87508,+1-463-436-3362,bailey87@ayala.info,jon08@nolan-osborne.org,https://www.wilson.info/,Podcast,Negotiation,Care either pass play.
286,31cb05818B7eb8F,Amber Woodward,Gerald,Mendez,"Brandt, Morrow and Wise",571-955-0565,+1-249-459-8414x7677,ernest30@buckley.com,mercedescastro@riggs.com,https://lutz-spears.net/,Webinars,Negotiation,Be per fact whose check their many.
287,9CD4FaA4bA65FFB,Terri Blankenship,Sonia,Washington,Trujillo and Sons,(251)315-7780x36190,991-803-3302,vickiesingleton@johnson-mitchell.com,sherry85@mcintyre-maxwell.com,http://thomas-deleon.org/,Other,Re-engagement,Stop plant personal deal.
288,Ce0b8Afc27d1E3d,Lorraine Jacobson,Ernest,Petty,"Pratt, Mccoy and Sullivan",+1-295-794-5048x14789,9268395951,cvaughan@dunn.com,maldonadomikayla@wheeler.com,https://www.bruce-potter.com/,Organic Search (SEO),New Lead,Position tax story style forward.
289,685AFB10Fda0a6a,Carly Reynolds,Adrian,Fowler,Ibarra-Payne,+1-442-944-3993x6166,+1-410-593-3766x55287,franktommy@davis.org,erik32@bryant-clarke.com,https://potts.com/,Organic Search (SEO),Proposal Sent,Hear arm once question economic property power.
290,496f58bbbaB8abA,Charles Guzman,Jonathan,Wells,Hess-Nunez,440.615.8692,745-332-4876x0993,hcox@perez-cross.com,mirandagarcia@brown-hayden.com,https://mcknight-ritter.com/,Google Ads,Disqualified,Follow probably discuss all born certainly.
291,deca719D1Ed349D,Karina Riggs,Hayley,Moran,"Savage, Andrade and Miles",456.863.2057,(598)913-0820,sue72@hicks-douglas.com,vanessagiles@knox.net,https://griffin.biz/,Podcast,Disqualified,Color machine miss factor read pattern.
292,8cF3dD2fe1fabc4,Ivan Werner,Mandy,Williamson,Colon-Schneider,940-332-7658x156,790.722.1750x67929,jonathon87@farrell.net,huertadave@baird.com,https://chase.com/,Podcast,New Lead,Power western its cover must.
293,CeAcbdeA0a75571,Veronica Dougherty,Destiny,Mckee,Olsen Ltd,001-968-659-5148x10953,(337)997-8182x6169,julianmcconnell@fletcher.com,sextoncathy@garner.com,https://buck.biz/,Partner Program,Proposal Sent,War plant simple.
294,C3e400987fC2BDe,Vicki Hansen,Glen,Franklin,Cline-Gill,(823)664-3006,872.984.5059x4747,andrewschneider@morgan.com,xcochran@stark-lindsey.com,http://www.osborn.org/,Website Form,Proposal Sent,Situation finally today hit help example respond.
295,cEf66E0dF0d7E8D,Dorothy Barr,Troy,Collier,Bell Group,001-962-304-5981x637,812.643.3111,mullinsnicole@tran.net,xmoran@le.net,http://www.willis-griffin.com/,Website Form,On Hold,Control start network exactly read project key.
296,43c74DecAEEBa78,Danny Baxter,Susan,Beasley,Holloway-Salinas,(930)411-6612x79128,430-560-6363x57802,dudleygwendolyn@friedman-ortega.com,nbrandt@calhoun.com,http://huff.com/,Referral,Qualified,Answer tonight character sense.
297,1Bf99a38E5E46FE,Guy Alexander,Jodi,Lamb,"Ray, Gardner and Bryant",648-278-6034,+1-315-559-3279x80522,helenyu@mack-murphy.net,awatson@rush.com,http://www.cabrera.org/,Cold Email,Proposal Sent,Fast specific everybody power human.
298,84B1AadcfaB8B8e,Becky Randolph,Erin,Hogan,Jordan Ltd,977.596.3804,(582)324-3834x23717,carmenstrong@anthony.info,grant91@melendez.com,https://www.krueger.com/,Cold Email,Contacted,Entire budget under event must contain could my.
299,2538260aEA32a0C,Patty Franklin,Kent,Cain,Savage-Robles,7979860556,884-787-7000x1631,randall62@mckee.com,ashleymark@jackson.com,http://robinson.com/,Purchased List,Closed Won,Point public field benefit drug decide glass.
300,1e061034EdD7aac,Ronnie Bailey,Madeline,Mosley,Morrow LLC,799.374.6851x71652,(926)409-3234x670,dennisrandall@rowland.com,alicia01@adams.com,http://odonnell.com/,Webinars,On Hold,Visit over each interview draw.
301,50Aa0e41fCDC59E,Stanley Horton,Sonia,Sanders,Chaney LLC,691.577.7915x566,446-850-8202,qponce@delgado.com,trios@cobb.com,http://www.barton-cabrera.com/,Podcast,On Hold,Expect parent road nor soon war agree.
302,E3207c31C03bfA0,Cassidy Callahan,Marvin,Watson,Huynh-Knox,228-689-2752,001-337-337-6276x4741,arthur94@mora-richards.biz,albertvaughn@munoz.com,https://www.duke.com/,Podcast,On Hold,Beyond marriage near deep guess.
303,F6AefA5f5De94D2,Melvin Leon,Leroy,Dickson,Barry Inc,534-291-4180x90122,(928)635-7636,trananita@krueger.com,rlang@hawkins-mooney.com,http://lin.com/,Retargeting Ads,On Hold,Writer probably position nice early police whatever kind.
304,dB78DBA93Ec6bc2,Faith Reid,Shirley,Cline,"Copeland, Chase and Becker",(801)800-3295x9358,001-624-799-0286,thendrix@patel-petty.com,nwallace@potts-blankenship.biz,http://www.hansen.com/,Website Form,Negotiation,Policy too including suggest base.
305,1EE8A2f7f24Adb1,Fred Sanford,Alexa,Bernard,Underwood-Santiago,(705)213-7636x799,892-599-7616,kurtcook@norris-frederick.net,breilly@rich.com,http://hodge-hester.com/,Organic Search (SEO),Contacted,Behavior experience order north Mr.
306,CA9FC2F3a62fe0a,Zachary Avery,Shelly,Conrad,Taylor-Abbott,(407)433-5353x5656,914.598.0619x04190,karlahowe@cox-stewart.com,kylie69@chaney.org,http://noble-gilmore.com/,Purchased List,Closed Won,Majority measure southern store international center.
307,3fD0Be8aa23d7c0,Noah Sanchez,Gregg,Villarreal,Humphrey-Mitchell,+1-412-346-8454,300.804.3742,janet66@bartlett.com,akrueger@raymond-henry.com,https://waller.biz/,Organic Search (SEO),Disqualified,How bring reality stand few range.
308,c2C89F0Dd5D41DC,Frank Rodriguez,Jo,Galvan,Tate-Dudley,6444797123,8272685911,marilyn80@rasmussen.org,trocha@shaffer-shelton.biz,http://www.dalton.biz/,Organic Search (SEO),Qualified,Week usually message claim system world each.
309,acf27bfFabac39D,Antonio Pitts,Michele,Lambert,Dunlap-Shelton,471.412.4058x38275,(567)860-6229x5965,luisvaughan@craig.net,bergerjudith@larsen.com,https://hunter.net/,Chatbot,Closed Lost,Save effect poor rather election its.
310,1F78D2C16E5D7FB,Ricky Mckay,Toni,Short,"Farrell, Rollins and Soto",576.274.3238x4824,+1-710-316-1593x3434,bradley23@peterson.org,brightadam@lee.net,http://hayes.net/,Chatbot,Qualified,Meet explain bit current party.
311,d0b3EeFc70Ffd9f,Joann Lucero,Shirley,Mendez,Erickson-Ramsey,(683)534-8962,+1-619-955-7284x8232,derrick96@mendoza.com,molson@acosta-villa.com,https://www.stokes-berg.com/,Podcast,Qualified,Each policy than seven goal toward.
312,395e55773E74555,Maria Bush,Stacey,Juarez,Clayton-Daniel,+1-968-694-1722x327,+1-749-485-5495,cuevaslinda@gould-hanna.org,mwoodard@cortez.info,http://alexander.com/,Google Ads,Proposal Sent,Build check capital camera.
313,E104AFCf13c89D7,Lucas Ward,Mike,Bautista,Scott Group,(421)887-8652,+1-476-308-9108x05338,priscillaortega@jordan-hudson.com,jeanette58@rocha.com,http://www.odom-salinas.com/,Referral,Qualified,Boy speech candidate structure whose process benefit.
314,DE62b1D7B2CDeEd,Scott Bean,Whitney,Lynch,Brooks-Gilmore,6687978799,(560)877-0064x761,xmorgan@higgins.info,bryanenglish@chandler.com,http://www.bradford.org/,Podcast,Negotiation,Conference hard easy lay.
315,43caA05FbF3d71c,Jane Livingston,Cody,Mclaughlin,Mccarthy-Cole,(766)274-9032x5059,244.411.0925x85114,shane03@mcdaniel.info,martin60@romero.com,https://www.hull.biz/,Website Form,Re-engagement,Kind whether fear hour.
316,e5f0fEb2fc0E849,Tammie Mercer,Ethan,Merritt,Madden and Sons,(676)958-4204,001-436-232-7578,tstephenson@edwards.net,anne86@martinez.com,https://www.whitehead.org/,Website Form,Closed Lost,Challenge check later military.
317,20Bc7565Ece9EAE,Bryan Powell,Mackenzie,Garrett,Santiago-Meyers,(907)357-2139x91059,(722)955-3979x994,parsonskirk@villa-brewer.biz,erika73@stein.org,http://www.collins-gaines.net/,Referral,Disqualified,Less who pass operation chance political hard I.
318,FbACa10411ce359,Toni Morse,Dean,Lucero,Hubbard and Sons,(222)434-5379,+1-599-235-5910,joansmith@dennis.net,jared26@lutz.net,http://roberson.info/,Referral,Negotiation,Society eat surface next.
319,2a83c20Bd0fdF23,Nichole Snow,Lucas,Francis,Mooney PLC,001-868-219-3084x6367,510.888.1746,harrisdarren@powell.net,katie64@khan.com,http://www.mathews-mercado.com/,Other,Closed Won,Above plant inside play indicate go song.
320,7Fc1Ad05F80333f,Philip Bender,Tristan,Lewis,"Harrell, Gillespie and Murphy",(207)280-7312x4690,001-828-595-4957,jon07@webb-melendez.com,colin20@levy.org,http://hancock.info/,Retargeting Ads,Negotiation,Throw short building somebody hospital.
321,621E66e15D77Fec,Vicki Kramer,Evan,Bartlett,Holloway and Sons,+1-845-650-4529,001-799-504-2037x57090,keith67@mcbride.com,jeremiahcain@levy.biz,https://www.graves.com/,Networking Event,On Hold,System again reveal cultural conference fight travel.
322,D133ca72a726742,Trevor Warner,Debbie,Sandoval,"Weber, Wu and Stanley",(459)986-5140,660-979-6893,yroy@lester-pham.com,cody29@terry-jefferson.org,http://www.hale.com/,Networking Event,Disqualified,Artist image machine real.
323,cdFD1376f1e8fc3,Charles Hughes,Micheal,Shea,Petersen-Miller,910.696.5327x20812,288.511.5349,kristiegonzales@arnold.com,wilkinsariana@turner.biz,http://www.david-noble.biz/,Retargeting Ads,New Lead,Director quickly try yet ability no treat.
324,2fB3d1ca48BaD1F,Vanessa Dalton,Craig,Stein,Webster-Case,598.855.9038x15694,001-411-876-7838x501,maxarias@warner.com,mikayla22@bautista-orr.com,https://beard.net/,Trade Show,Closed Won,For require size meeting behavior.
325,Ebaa4b4eB64A7A3,Desiree Carrillo,Preston,Morris,"Sosa, Hansen and Deleon",(266)728-9375x3003,(443)709-2329,ellencooke@osborn.com,cynthiagardner@armstrong.com,http://beasley.org/,Podcast,Re-engagement,Performance director person hit.
326,F311ECd7dc416De,Maxwell Foster,Olivia,Rodgers,Hammond PLC,+1-786-438-2812x7845,+1-860-915-5931x7384,gregg56@ware.biz,paul97@bryant.info,http://dean-soto.net/,Content Marketing,Negotiation,Represent determine line name.
327,6faB8dc6Fb5dDDD,Victoria Russo,Savannah,Pearson,Odom-Reid,671-836-3071x6598,350.394.1618x042,caseyritter@reeves-pollard.net,zho@avery.com,http://www.raymond.info/,Chatbot,Negotiation,Rise edge maintain business.
328,c6cDec8A1ff1Bd4,Sylvia Hayes,Sherri,Boone,Tapia-Pace,588.954.3191x181,+1-352-817-8093x065,hray@chandler.info,omccarthy@conway.com,https://www.holloway.biz/,Cold Email,Disqualified,Or rule moment idea rate need seven.
329,B3CAbF3b859A9E3,Nancy Mayo,Nicole,Davila,Norris LLC,3047698511,735-828-9401,ohorne@bright.com,dominique73@solomon-arias.info,http://www.hancock-suarez.com/,Referral,Contacted,Any may teacher chance admit.
330,F06191120DBcdca,Morgan Anthony,Ricky,Church,Pearson-Cobb,627-789-1638,9313503593,ccochran@salazar-kaufman.net,oconnellevelyn@kane.net,http://cooley.info/,Referral,Proposal Sent,Leave meeting method break.
331,Fc99Cb053a743C9,Kendra Wade,Warren,Sweeney,Decker-Glover,+1-422-832-0142x94760,793-368-2656x16713,brettmorrow@salas.com,hshaffer@butler.org,http://orr.info/,Webinars,Closed Lost,They add somebody among growth man.
